 Gene	Chromosome	Start	End	GC	Type
HORVU1Hr1G018150	chr1H	65593816	65606671	48.65	protein_coding
HORVU1Hr1G025600	chr1H	125856695	125861689	42.84	protein_coding
HORVU1Hr1G023030	chr1H	100249061	100261649	45.8	protein_coding
HORVU1Hr1G013960	chr1H	38085801	38086419	54.93	protein_coding
HORVU1Hr1G062130	chr1H	447891396	447898232	54.08	protein_coding
HORVU1Hr1G002000	chr1H	4226240	4229021	44.61	protein_coding
HORVU1Hr1G021740	chr1H	88887229	88887633	60.25	protein_coding
HORVU1Hr1G014070	chr1H	38816404	38821620	44.72	protein_coding
HORVU1Hr1G012610	chr1H	31627058	31627992	51.98	protein_coding
HORVU1Hr1G076590	chr1H	514774831	514778545	43.36	protein_coding
HORVU1Hr1G013520	chr1H	35975927	35977108	56.18	protein_coding
HORVU1Hr1G074320	chr1H	507630168	507636262	48.6	protein_coding
HORVU1Hr1G070670	chr1H	490720408	490722879	51.21	protein_coding
HORVU1Hr1G050520	chr1H	374502369	374506709	0	nontranslating_CDS
HORVU1Hr1G078200	chr1H	519346025	519347460	41.92	protein_coding
HORVU1Hr1G008930	chr1H	19946901	19947713	57.2	protein_coding
HORVU1Hr1G008360	chr1H	18458166	18463957	42.09	protein_coding
HORVU1Hr1G012420	chr1H	31198622	31203284	40.6	protein_coding
HORVU1Hr1G016470	chr1H	52371289	52371483	56.92	protein_coding
HORVU1Hr1G008500	chr1H	18593035	18593554	56.92	protein_coding
HORVU1Hr1G042280	chr1H	305521070	305525326	44.06	protein_coding
HORVU1Hr1G061980	chr1H	447197691	447199099	55.43	protein_coding
HORVU1Hr1G003580	chr1H	8031960	8032175	68.52	protein_coding
HORVU1Hr1G003010	chr1H	6291538	6299968	45.16	protein_coding
HORVU1Hr1G082320	chr1H	529547370	529549266	40.48	protein_coding
HORVU1Hr1G072070	chr1H	495888700	495891818	47.9	protein_coding
HORVU1Hr1G055520	chr1H	406533021	406535450	47.84	protein_coding
HORVU1Hr1G041440	chr1H	295711642	295716740	47.33	protein_coding
HORVU1Hr1G068530	chr1H	481523443	481526444	50.33	protein_coding
HORVU1Hr1G062740	chr1H	451298782	451305639	47.26	protein_coding
HORVU1Hr1G025030	chr1H	119172407	119175073	40.72	protein_coding
HORVU1Hr1G082330	chr1H	529576327	529579512	42.03	protein_coding
HORVU1Hr1G030060	chr1H	171055309	171247386	45.67	protein_coding
HORVU1Hr1G012150	chr1H	30202033	30204348	49.48	protein_coding
HORVU1Hr1G039700	chr1H	279388484	279389145	0	nontranslating_CDS
HORVU1Hr1G038850	chr1H	270476895	270483679	40.49	protein_coding
HORVU1Hr1G027340	chr1H	139313573	139328119	51.6	protein_coding
HORVU1Hr1G071360	chr1H	492944624	492953455	44.07	protein_coding
HORVU1Hr1G021650	chr1H	88073421	88075764	55.55	protein_coding
HORVU1Hr1G014060	chr1H	38811073	38815851	46.03	protein_coding
HORVU1Hr1G035160	chr1H	230540114	230543607	39.61	protein_coding
HORVU1Hr1G013690	chr1H	36697082	36699176	42.1	protein_coding
HORVU1Hr1G001090	chr1H	2585277	2589785	53.85	protein_coding
HORVU1Hr1G051060	chr1H	379116859	379121352	0	nontranslating_CDS
HORVU1Hr1G009090	chr1H	20227196	20230962	43.1	protein_coding
HORVU1Hr1G074970	chr1H	509556131	509559297	47.55	protein_coding
HORVU1Hr1G054470	chr1H	402304067	402309993	44.26	protein_coding
HORVU1Hr1G081990	chr1H	528528982	528536900	45.69	protein_coding
HORVU1Hr1G015000	chr1H	41877286	41878345	54.53	protein_coding
HORVU1Hr1G077100	chr1H	516307649	516310887	54	protein_coding
HORVU1Hr1G073010	chr1H	500581804	500637119	47.66	protein_coding
HORVU1Hr1G051290	chr1H	380291317	380295653	44.09	protein_coding
HORVU1Hr1G015060	chr1H	42739685	42767912	46.81	protein_coding
HORVU1Hr1G012080	chr1H	29927409	29927674	59.57	protein_coding
HORVU1Hr1G030610	chr1H	176787811	176788782	45.27	protein_coding
HORVU1Hr1G017570	chr1H	59785249	59792274	44.95	protein_coding
HORVU1Hr1G064990	chr1H	465215085	465217547	60.78	protein_coding
HORVU1Hr1G073230	chr1H	502081021	502084964	49.52	protein_coding
HORVU1Hr1G000860	chr1H	2302018	2309472	43.78	protein_coding
HORVU1Hr1G076010	chr1H	513068974	513080252	47.58	protein_coding
HORVU1Hr1G009590	chr1H	21431312	21439270	41.71	protein_coding
HORVU1Hr1G002830	chr1H	5766065	5768777	48.69	protein_coding
HORVU1Hr1G003910	chr1H	8452450	8453661	44.31	protein_coding
HORVU1Hr1G045760	chr1H	333134632	333137180	41.9	protein_coding
HORVU1Hr1G010800	chr1H	25327479	25332827	48.79	protein_coding
HORVU1Hr1G059630	chr1H	434445890	434449760	47.82	protein_coding
HORVU1Hr1G072650	chr1H	498567972	498571702	43.1	protein_coding
HORVU1Hr1G021620	chr1H	87942726	87945212	52.51	protein_coding
HORVU1Hr1G007910	chr1H	17189091	17200205	42.59	protein_coding
HORVU1Hr1G058810	chr1H	428360326	428371230	50.83	protein_coding
HORVU1Hr1G044440	chr1H	323154146	323169312	44.77	protein_coding
HORVU1Hr1G050580	chr1H	375059276	375075518	41.78	protein_coding
HORVU1Hr1G076060	chr1H	513138806	513141232	44.71	protein_coding
HORVU1Hr1G071590	chr1H	494075596	494080166	48.2	protein_coding
HORVU1Hr1G021990	chr1H	90973554	90992122	47.29	protein_coding
HORVU1Hr1G072050	chr1H	495874919	495876936	60.56	protein_coding
HORVU1Hr1G012440	chr1H	31214977	31217837	51.87	protein_coding
HORVU1Hr1G059180	chr1H	431802295	431807542	41.46	protein_coding
HORVU1Hr1G019520	chr1H	73823183	73825890	54.43	protein_coding
HORVU1Hr1G041220	chr1H	292641235	292643469	44.88	protein_coding
HORVU1Hr1G078700	chr1H	520820498	520822499	50.65	protein_coding
HORVU1Hr1G060870	chr1H	441991647	441992166	0	nontranslating_CDS
HORVU1Hr1G024040	chr1H	106920003	106921070	53.46	protein_coding
HORVU1Hr1G076080	chr1H	513150403	513151218	61.03	protein_coding
HORVU1Hr1G007290	chr1H	14277312	14283089	40.59	protein_coding
HORVU1Hr1G063320	chr1H	454317352	454321668	44.1	protein_coding
HORVU1Hr1G021340	chr1H	86127091	86130369	43.31	protein_coding
HORVU1Hr1G001770	chr1H	3879700	3888876	43.97	protein_coding
HORVU1Hr1G083470	chr1H	531902711	531904299	57.33	protein_coding
HORVU1Hr1G010400	chr1H	23869533	23871529	60.04	protein_coding
HORVU1Hr1G005680	chr1H	12440825	12445476	48.5	protein_coding
HORVU1Hr1G081280	chr1H	527410688	527413835	50.76	protein_coding
HORVU1Hr1G043430	chr1H	315507548	315508481	52.25	nontranslating_CDS
HORVU1Hr1G042360	chr1H	306444596	306450221	46.53	protein_coding
HORVU1Hr1G039760	chr1H	279677825	279678893	38.49	protein_coding
HORVU1Hr1G020530	chr1H	81122342	81226203	44.76	protein_coding
HORVU1Hr1G022180	chr1H	92986275	92986412	52.17	protein_coding
HORVU1Hr1G001030	chr1H	2532014	2532317	0	nontranslating_CDS
HORVU1Hr1G000290	chr1H	968286	979886	44.49	protein_coding
HORVU1Hr1G017470	chr1H	59535232	59537654	44.16	protein_coding
HORVU1Hr1G049520	chr1H	367052940	367057574	44.83	protein_coding
HORVU1Hr1G003960	chr1H	8479125	8487402	43.32	protein_coding
HORVU1Hr1G046990	chr1H	346188892	346195498	41.18	protein_coding
HORVU1Hr1G063310	chr1H	454306174	454313719	39.32	protein_coding
HORVU1Hr1G017900	chr1H	61919204	61923605	58.88	protein_coding
HORVU1Hr1G029460	chr1H	163825897	163828523	54.82	protein_coding
HORVU1Hr1G056120	chr1H	411255924	411258717	52.51	protein_coding
HORVU1Hr1G043620	chr1H	316711126	316716195	45.59	protein_coding
HORVU1Hr1G037270	chr1H	253528875	253530088	0	nontranslating_CDS
HORVU1Hr1G010250	chr1H	23223496	23224757	54.04	protein_coding
HORVU1Hr1G029480	chr1H	164026166	164052319	44.64	protein_coding
HORVU1Hr1G041630	chr1H	297241375	297243346	50.3	protein_coding
HORVU1Hr1G085130	chr1H	535107357	535108474	54.65	protein_coding
HORVU1Hr1G084390	chr1H	533870313	533872913	54.94	protein_coding
HORVU1Hr1G050830	chr1H	377072332	377078683	47.58	protein_coding
HORVU1Hr1G013490	chr1H	35723711	35729110	42.96	protein_coding
HORVU1Hr1G051160	chr1H	379485428	379487713	54.48	protein_coding
HORVU1Hr1G008170	chr1H	17712319	17712885	36.33	protein_coding
HORVU1Hr1G055390	chr1H	406161450	406165007	40.02	protein_coding
HORVU1Hr1G012520	chr1H	31504096	31504933	39.98	protein_coding
HORVU1Hr1G015970	chr1H	48957402	48957761	71.11	protein_coding
HORVU1Hr1G001570	chr1H	3673324	3677647	46	protein_coding
HORVU1Hr1G023690	chr1H	105079564	105083243	46.09	protein_coding
HORVU1Hr1G074410	chr1H	507969853	507980221	41.51	protein_coding
HORVU1Hr1G048280	chr1H	355876899	355880147	44.57	protein_coding
HORVU1Hr1G061200	chr1H	443916648	443918210	45.43	protein_coding
HORVU1Hr1G043820	chr1H	318997500	319003251	47.57	protein_coding
HORVU1Hr1G034630	chr1H	222234612	222253041	48.36	protein_coding
HORVU1Hr1G015090	chr1H	43087960	43089697	54.66	protein_coding
HORVU1Hr1G065790	chr1H	468818428	468819148	66.57	protein_coding
HORVU1Hr1G052960	chr1H	391591488	391594056	58.43	protein_coding
HORVU1Hr1G030870	chr1H	181717613	181721470	43.88	protein_coding
HORVU1Hr1G007530	chr1H	15518236	15518592	67.15	protein_coding
HORVU1Hr1G042810	chr1H	310520500	310528137	48.72	protein_coding
HORVU1Hr1G044740	chr1H	324946098	324948448	49.77	protein_coding
HORVU1Hr1G071190	chr1H	492383419	492384392	51.39	protein_coding
HORVU1Hr1G021150	chr1H	84399076	84400190	61.52	protein_coding
HORVU1Hr1G039830	chr1H	280482143	280487930	43.81	protein_coding
HORVU1Hr1G050730	chr1H	376369608	376374160	46.78	protein_coding
HORVU1Hr1G074020	chr1H	506334505	506335612	63.18	protein_coding
HORVU1Hr1G023710	chr1H	105089002	105093675	43.58	protein_coding
HORVU1Hr1G034650	chr1H	222370676	222374008	60.79	protein_coding
HORVU1Hr1G072850	chr1H	499314439	499319540	50.98	protein_coding
HORVU1Hr1G059460	chr1H	433519621	433520709	59.78	protein_coding
HORVU1Hr1G049270	chr1H	365007166	365010002	53.33	protein_coding
HORVU1Hr1G067910	chr1H	479597262	479600043	52.79	protein_coding
HORVU1Hr1G002260	chr1H	4519581	4521429	53.3	protein_coding
HORVU1Hr1G059490	chr1H	433682951	433687102	44.77	protein_coding
HORVU1Hr1G052880	chr1H	391301494	391307675	42.49	protein_coding
HORVU1Hr1G024990	chr1H	118627419	118633245	43.45	protein_coding
HORVU1Hr1G011520	chr1H	27864866	27868419	49.79	protein_coding
HORVU1Hr1G004690	chr1H	9671046	9673287	53.08	protein_coding
HORVU1Hr1G005200	chr1H	11373696	11373993	66.11	protein_coding
HORVU1Hr1G021760	chr1H	89124090	89126535	46.24	protein_coding
HORVU1Hr1G003160	chr1H	6616292	6617247	45.71	protein_coding
HORVU1Hr1G019320	chr1H	72455521	72463987	44.15	protein_coding
HORVU1Hr1G060130	chr1H	437163783	437164350	37.32	protein_coding
HORVU1Hr1G022540	chr1H	96380113	96381513	64.88	protein_coding
HORVU1Hr1G052760	chr1H	390690858	390698277	46.23	protein_coding
HORVU1Hr1G003140	chr1H	6546327	6560512	41.87	protein_coding
HORVU1Hr1G063420	chr1H	455258946	455262203	57.43	protein_coding
HORVU1Hr1G080520	chr1H	525567058	525571275	44.81	protein_coding
HORVU1Hr1G063100	chr1H	453457228	453458823	59.96	protein_coding
HORVU1Hr1G071330	chr1H	492775031	492778202	52.02	protein_coding
HORVU1Hr1G080370	chr1H	525281436	525284952	45.55	protein_coding
HORVU1Hr1G038880	chr1H	271131140	271137217	42.66	protein_coding
HORVU1Hr1G062650	chr1H	451113097	451119688	40.38	protein_coding
HORVU1Hr1G039370	chr1H	276266215	276271742	51.81	protein_coding
HORVU1Hr1G080600	chr1H	525702417	525728248	46.8	protein_coding
HORVU1Hr1G016170	chr1H	49947498	49951904	50.22	protein_coding
HORVU1Hr1G000310	chr1H	1025176	1025980	0	nontranslating_CDS
HORVU1Hr1G043380	chr1H	314730466	314731934	64.67	protein_coding
HORVU1Hr1G046670	chr1H	342218670	342227036	39.73	protein_coding
HORVU1Hr1G045310	chr1H	329355545	329363913	46.37	protein_coding
HORVU1Hr1G046390	chr1H	340506504	340506848	44.64	protein_coding
HORVU1Hr1G000240	chr1H	695355	695828	48.52	protein_coding
HORVU1Hr1G028190	chr1H	149524661	149527456	44.13	protein_coding
HORVU1Hr1G001160	chr1H	2669017	2672217	42.46	protein_coding
HORVU1Hr1G059450	chr1H	433515888	433524389	43.99	protein_coding
HORVU1Hr1G044820	chr1H	325809140	325819024	45.16	protein_coding
HORVU1Hr1G016770	chr1H	55918164	55920232	60.66	protein_coding
HORVU1Hr1G062380	chr1H	449380113	449381389	53.72	protein_coding
HORVU1Hr1G083210	chr1H	531380061	531382110	53.02	protein_coding
HORVU1Hr1G072220	chr1H	496657323	496660679	55.79	protein_coding
HORVU1Hr1G076650	chr1H	515119929	515126251	37.91	protein_coding
HORVU1Hr1G046420	chr1H	340901034	340907843	43.03	protein_coding
HORVU1Hr1G071150	chr1H	492206426	492209203	45.79	protein_coding
HORVU1Hr1G011890	chr1H	29080209	29084378	53.93	protein_coding
HORVU1Hr1G059570	chr1H	433922136	433923758	43.99	protein_coding
HORVU1Hr1G082190	chr1H	528890266	528891630	45.42	protein_coding
HORVU1Hr1G030440	chr1H	174693534	174693647	64.91	protein_coding
HORVU1Hr1G045940	chr1H	334721576	334721770	50.77	protein_coding
HORVU1Hr1G065440	chr1H	467254105	467257943	43.66	protein_coding
HORVU1Hr1G015770	chr1H	48204972	48208175	57.27	protein_coding
HORVU1Hr1G062390	chr1H	449496079	449496922	0	nontranslating_CDS
HORVU1Hr1G059550	chr1H	433899696	433900329	51.89	protein_coding
HORVU1Hr1G070480	chr1H	489909548	489917305	51.96	protein_coding
HORVU1Hr1G019160	chr1H	72288162	72289493	56.08	protein_coding
HORVU1Hr1G017750	chr1H	61137560	61143259	45.67	protein_coding
HORVU1Hr1G014040	chr1H	38766512	38770123	47.07	protein_coding
HORVU1Hr1G058390	chr1H	426609877	426610998	54.1	protein_coding
HORVU1Hr1G062560	chr1H	450389210	450389614	42.47	protein_coding
HORVU1Hr1G003540	chr1H	7841381	7844750	45.52	protein_coding
HORVU1Hr1G077530	chr1H	517728551	517732487	42.01	protein_coding
HORVU1Hr1G076660	chr1H	515137621	515139710	49.81	protein_coding
HORVU1Hr1G033760	chr1H	216637575	216638864	0	nontranslating_CDS
HORVU1Hr1G069180	chr1H	483399955	483401243	57.18	protein_coding
HORVU1Hr1G045390	chr1H	329933935	329934450	30.04	protein_coding
HORVU1Hr1G047770	chr1H	353506803	353508374	43.77	protein_coding
HORVU1Hr1G073610	chr1H	503856778	503859409	45.29	protein_coding
HORVU1Hr1G024210	chr1H	108598601	108604330	43.7	protein_coding
HORVU1Hr1G079240	chr1H	522565057	522568799	0	nontranslating_CDS
HORVU1Hr1G051100	chr1H	379184239	379185390	59.55	protein_coding
HORVU1Hr1G022630	chr1H	96609398	96610540	53.23	protein_coding
HORVU1Hr1G043220	chr1H	314033130	314035664	49.55	protein_coding
HORVU1Hr1G024140	chr1H	107887893	107890629	44.17	protein_coding
HORVU1Hr1G001140	chr1H	2659468	2660580	45.01	protein_coding
HORVU1Hr1G074530	chr1H	508283184	508284948	52.69	protein_coding
HORVU1Hr1G003460	chr1H	7678506	7686631	42.57	protein_coding
HORVU1Hr1G030190	chr1H	172902213	172922989	43.04	protein_coding
HORVU1Hr1G070100	chr1H	488291675	488294550	47.04	protein_coding
HORVU1Hr1G084800	chr1H	534436983	534442745	44.07	protein_coding
HORVU1Hr1G064680	chr1H	462872562	462875745	63.38	protein_coding
HORVU1Hr1G021130	chr1H	84343681	84347935	43.64	protein_coding
HORVU1Hr1G055570	chr1H	406989991	406995276	44.13	protein_coding
HORVU1Hr1G051120	chr1H	379331607	379332912	48.58	protein_coding
HORVU1Hr1G057530	chr1H	420000184	420003056	42.57	protein_coding
HORVU1Hr1G024880	chr1H	117947664	117948156	61.66	protein_coding
HORVU1Hr1G076420	chr1H	514097453	514100580	45.09	protein_coding
HORVU1Hr1G067140	chr1H	476739645	476753209	39.3	protein_coding
HORVU1Hr1G043360	chr1H	314698982	314699467	67.49	protein_coding
HORVU1Hr1G022170	chr1H	92982183	92983128	50.74	protein_coding
HORVU1Hr1G048550	chr1H	360027544	360032097	50.04	protein_coding
HORVU1Hr1G075120	chr1H	509819769	509821594	59.42	protein_coding
HORVU1Hr1G059530	chr1H	433854593	433854823	42.42	protein_coding
HORVU1Hr1G056250	chr1H	412691787	412692812	41.72	protein_coding
HORVU1Hr1G082520	chr1H	529824426	529828532	42.68	protein_coding
HORVU1Hr1G027170	chr1H	139192072	139193272	54.91	nontranslating_CDS
HORVU1Hr1G023860	chr1H	106103321	106104056	41.31	protein_coding
HORVU1Hr1G004040	chr1H	8634261	8642138	44.45	protein_coding
HORVU1Hr1G004670	chr1H	9651503	9652982	55.95	protein_coding
HORVU1Hr1G022110	chr1H	92429318	92430854	45.54	protein_coding
HORVU1Hr1G009100	chr1H	20234720	20239868	45.02	protein_coding
HORVU1Hr1G045690	chr1H	332414831	332417109	61.87	protein_coding
HORVU1Hr1G046270	chr1H	339627775	339657778	54.15	protein_coding
HORVU1Hr1G042210	chr1H	304745328	304750061	46.11	protein_coding
HORVU1Hr1G037630	chr1H	258370165	258370312	58.78	protein_coding
HORVU1Hr1G035440	chr1H	233571818	233592722	47.19	protein_coding
HORVU1Hr1G005600	chr1H	12285922	12289772	0	nontranslating_CDS
HORVU1Hr1G009110	chr1H	20287661	20291718	42.8	protein_coding
HORVU1Hr1G055890	chr1H	409504534	409511833	44.68	protein_coding
HORVU1Hr1G069250	chr1H	484015209	484019216	42.02	protein_coding
HORVU1Hr1G059950	chr1H	435494183	435497555	44.03	protein_coding
HORVU1Hr1G025580	chr1H	125063071	125064423	51.37	protein_coding
HORVU1Hr1G048760	chr1H	361646491	361651154	60.16	protein_coding
HORVU1Hr1G065770	chr1H	468807692	468811215	43.81	protein_coding
HORVU1Hr1G055710	chr1H	407775684	407776961	63.77	protein_coding
HORVU1Hr1G059170	chr1H	431743711	431744340	50	protein_coding
HORVU1Hr1G083750	chr1H	532433832	532435775	0	nontranslating_CDS
HORVU1Hr1G058970	chr1H	429361826	429362765	47.87	protein_coding
HORVU1Hr1G064440	chr1H	461398914	461403858	45.44	protein_coding
HORVU1Hr1G084670	chr1H	534261953	534264015	55.84	protein_coding
HORVU1Hr1G023500	chr1H	103969528	103975489	41.26	protein_coding
HORVU1Hr1G040800	chr1H	288647171	288650124	43.87	protein_coding
HORVU1Hr1G039400	chr1H	276730647	276734234	59.94	protein_coding
HORVU1Hr1G057490	chr1H	419501140	419502369	42.21	protein_coding
HORVU1Hr1G033550	chr1H	215413086	215413495	0	nontranslating_CDS
HORVU1Hr1G011380	chr1H	27439081	27439928	50.71	protein_coding
HORVU1Hr1G020010	chr1H	76998224	77000693	54.17	protein_coding
HORVU1Hr1G071960	chr1H	495604804	495606184	58.29	protein_coding
HORVU1Hr1G010970	chr1H	25974212	25977830	46.67	protein_coding
HORVU1Hr1G052930	chr1H	391376156	391378074	55.76	protein_coding
HORVU1Hr1G016790	chr1H	56118358	56130741	46.87	protein_coding
HORVU1Hr1G015190	chr1H	43686713	43688076	46.19	protein_coding
HORVU1Hr1G016130	chr1H	49789489	49794943	42.82	protein_coding
HORVU1Hr1G068550	chr1H	481527044	481530848	48.75	protein_coding
HORVU1Hr1G065930	chr1H	469381792	469387915	57.49	protein_coding
HORVU1Hr1G016190	chr1H	50043542	50046281	49.71	protein_coding
HORVU1Hr1G065680	chr1H	468668111	468682796	39.84	protein_coding
HORVU1Hr1G056870	chr1H	417153319	417162493	43.18	protein_coding
HORVU1Hr1G043800	chr1H	318674011	318674256	52.03	protein_coding
HORVU1Hr1G060210	chr1H	437860263	437861319	62.25	protein_coding
HORVU1Hr1G056800	chr1H	416325173	416326737	40	protein_coding
HORVU1Hr1G064000	chr1H	458089299	458095374	40.34	protein_coding
HORVU1Hr1G067070	chr1H	475876394	475877227	63.07	protein_coding
HORVU1Hr1G036160	chr1H	241957287	241958699	52.69	protein_coding
HORVU1Hr1G038000	chr1H	261284526	261284771	43.09	protein_coding
HORVU1Hr1G027700	chr1H	143405694	143407012	55.27	protein_coding
HORVU1Hr1G072470	chr1H	497762541	497765213	60.38	protein_coding
HORVU1Hr1G028560	chr1H	156228762	156230816	49.29	protein_coding
HORVU1Hr1G012110	chr1H	30092809	30095436	47.95	protein_coding
HORVU1Hr1G063370	chr1H	454943315	454945438	50.89	protein_coding
HORVU1Hr1G052890	chr1H	391316151	391319763	47.74	protein_coding
HORVU1Hr1G040130	chr1H	284279101	284281359	45.82	protein_coding
HORVU1Hr1G072060	chr1H	495884739	495886729	48.27	protein_coding
HORVU1Hr1G052210	chr1H	387179049	387179329	48.4	protein_coding
HORVU1Hr1G079820	chr1H	523895331	523895717	0	nontranslating_CDS
HORVU1Hr1G037900	chr1H	261062002	261063101	40.91	protein_coding
HORVU1Hr1G009170	chr1H	20360674	20361758	0	nontranslating_CDS
HORVU1Hr1G035760	chr1H	239086634	239157571	42.16	protein_coding
HORVU1Hr1G007480	chr1H	15304943	15305722	52.18	protein_coding
HORVU1Hr1G064330	chr1H	460654640	460659477	47	protein_coding
HORVU1Hr1G016870	chr1H	56454577	56456069	55.19	protein_coding
HORVU1Hr1G075550	chr1H	511187121	511192251	43.97	protein_coding
HORVU1Hr1G044320	chr1H	322635473	322636088	65.1	protein_coding
HORVU1Hr1G032510	chr1H	199966580	199971769	41.5	protein_coding
HORVU1Hr1G073040	chr1H	500888949	500893295	45.2	protein_coding
HORVU1Hr1G068660	chr1H	481943596	481948504	44.98	protein_coding
HORVU1Hr1G083740	chr1H	532413880	532415420	0	nontranslating_CDS
HORVU1Hr1G041350	chr1H	294522684	294524117	38.45	protein_coding
HORVU1Hr1G051350	chr1H	380766212	380768879	44.08	protein_coding
HORVU1Hr1G047980	chr1H	355275799	355286904	0	nontranslating_CDS
HORVU1Hr1G069660	chr1H	486681674	486682138	70.11	protein_coding
HORVU1Hr1G016400	chr1H	51963214	51963840	39.87	protein_coding
HORVU1Hr1G077340	chr1H	517055945	517062466	43.92	protein_coding
HORVU1Hr1G061220	chr1H	443961816	443963246	53.81	protein_coding
HORVU1Hr1G013810	chr1H	37317203	37328219	45.87	protein_coding
HORVU1Hr1G083120	chr1H	531248299	531248759	37.74	protein_coding
HORVU1Hr1G073660	chr1H	504085049	504087642	47.17	protein_coding
HORVU1Hr1G047570	chr1H	351855743	351856835	53.98	protein_coding
HORVU1Hr1G043640	chr1H	316925148	316930225	42.83	protein_coding
HORVU1Hr1G055800	chr1H	408923835	408932169	49.01	protein_coding
HORVU1Hr1G079270	chr1H	522584798	522589285	0	nontranslating_CDS
HORVU1Hr1G059210	chr1H	431950674	431952520	43.85	protein_coding
HORVU1Hr1G076610	chr1H	514922336	514929397	43.73	protein_coding
HORVU1Hr1G008530	chr1H	18663602	18666481	45.83	protein_coding
