# List of all Hordeum genes mapped on one of the seven chromosomes of the Hv_IBSC_PGSB_v21			
# Chromosome / Start position of the gene (in bp from the origin of the chromosome)			
# with local recombination rate estimates (from MareyMap):  loess with span=0.2 and degree=2			
Gene	Chromosome	Start	Recombination
HORVU6Hr1G055090	6H	350443262	0.03
HORVU6Hr1G091060	6H	574366306	1.16
HORVU6Hr1G072950	6H	506383947	0.2
HORVU6Hr1G074540	6H	514272207	0.26
HORVU6Hr1G044590	6H	256477282	0
HORVU6Hr1G032170	6H	139691187	0.03
HORVU6Hr1G060410	6H	401470834	0.08
HORVU6Hr1G030780	6H	129590069	0.03
HORVU6Hr1G094550	6H	581418870	1.27
HORVU6Hr1G073880	6H	511241884	0.25
HORVU6Hr1G052970	6H	327819592	0
HORVU6Hr1G026090	6H	97057508	0
HORVU6Hr1G079410	6H	537722728	0.74
HORVU6Hr1G091360	6H	575535569	1.18
HORVU6Hr1G033840	6H	156186725	0.03
HORVU6Hr1G094660	6H	581563090	1.27
HORVU6Hr1G048550	6H	294455121	0
HORVU6Hr1G094970	6H	582529968	1.29
HORVU6Hr1G028710	6H	114687787	0.04
HORVU6Hr1G089350	6H	569195335	1.07
HORVU6Hr1G020790	6H	60181991	0.06
HORVU6Hr1G093660	6H	579834771	1.24
HORVU6Hr1G091790	6H	576534240	1.2
HORVU6Hr1G072040	6H	500705962	0.21
HORVU6Hr1G055720	6H	354662057	0.03
HORVU6Hr1G063480	6H	427377278	0.08
HORVU6Hr1G017340	6H	40873990	0.36
HORVU6Hr1G017720	6H	42541276	0.29
HORVU6Hr1G039510	6H	205697776	0.01
HORVU6Hr1G058250	6H	380855149	0.08
HORVU6Hr1G026400	6H	100087040	0
HORVU6Hr1G029950	6H	123768747	0.03
HORVU6Hr1G065420	6H	449719821	0.05
HORVU6Hr1G034610	6H	162488068	0.03
HORVU6Hr1G014080	6H	30047960	1.04
HORVU6Hr1G084870	6H	556963457	0.74
HORVU6Hr1G072620	6H	504457429	0.18
HORVU6Hr1G091780	6H	576478018	1.2
HORVU6Hr1G014290	6H	30262420	1.02
HORVU6Hr1G080420	6H	541672858	0.88
HORVU6Hr1G067760	6H	470126908	0.1
HORVU6Hr1G066210	6H	458945385	0.06
HORVU6Hr1G055260	6H	351740056	0.03
HORVU6Hr1G044010	6H	250374778	0
HORVU6Hr1G013290	6H	26883367	1.26
HORVU6Hr1G041430	6H	228200647	0
HORVU6Hr1G019510	6H	53102840	0.1
HORVU6Hr1G016750	6H	38138862	0.58
HORVU6Hr1G066540	6H	460577418	0.07
HORVU6Hr1G039490	6H	205453551	0.01
HORVU6Hr1G059070	6H	390597981	0.07
HORVU6Hr1G013720	6H	28643500	1.16
HORVU6Hr1G041090	6H	224268341	0
HORVU6Hr1G030080	6H	124447655	0.03
HORVU6Hr1G067670	6H	469170918	0.09
HORVU6Hr1G052010	6H	319428413	0.01
HORVU6Hr1G049080	6H	298924989	0
HORVU6Hr1G038550	6H	197166468	0.02
HORVU6Hr1G091800	6H	576538800	1.2
HORVU6Hr1G042680	6H	240355213	0
HORVU6Hr1G044040	6H	251004542	0
HORVU6Hr1G014780	6H	31985039	0.88
HORVU6Hr1G063250	6H	425610712	0.08
HORVU6Hr1G064320	6H	435257782	0.06
HORVU6Hr1G024900	6H	88327367	0
HORVU6Hr1G017080	6H	39690170	0.44
HORVU6Hr1G021010	6H	61342384	0.09
HORVU6Hr1G021540	6H	65262964	0.07
HORVU6Hr1G054650	6H	346245085	0.02
HORVU6Hr1G031530	6H	134063087	0.03
HORVU6Hr1G023000	6H	74198933	0.03
HORVU6Hr1G083250	6H	550913532	0.87
HORVU6Hr1G048850	6H	297566700	0
HORVU6Hr1G069450	6H	481684985	0.13
HORVU6Hr1G060700	6H	404560992	0.08
HORVU6Hr1G033070	6H	148640914	0.03
HORVU6Hr1G031600	6H	134411844	0.03
HORVU6Hr1G066000	6H	455535975	0.06
HORVU6Hr1G023100	6H	74453579	0.03
HORVU6Hr1G075420	6H	519489171	0.35
HORVU6Hr1G027370	6H	106438439	0.01
HORVU6Hr1G069750	6H	484215837	0.12
HORVU6Hr1G090830	6H	573638672	1.15
HORVU6Hr1G030930	6H	130595784	0.03
HORVU6Hr1G050750	6H	308229802	0
HORVU6Hr1G049790	6H	301614309	0
HORVU6Hr1G065240	6H	446582465	0.05
HORVU6Hr1G071770	6H	498564243	0.18
HORVU6Hr1G045970	6H	267733725	0
HORVU6Hr1G080030	6H	539743806	0.83
HORVU6Hr1G047810	6H	286866883	0
HORVU6Hr1G046290	6H	269994312	0
HORVU6Hr1G065580	6H	451547324	0.05
HORVU6Hr1G031230	6H	131686357	0.03
HORVU6Hr1G083430	6H	551255872	0.86
HORVU6Hr1G083620	6H	552075920	0.82
HORVU6Hr1G084080	6H	553264611	0.77
HORVU6Hr1G060250	6H	400166067	0.08
HORVU6Hr1G058820	6H	385750044	0.08
HORVU6Hr1G045900	6H	266149227	0
HORVU6Hr1G039270	6H	203505734	0.01
HORVU6Hr1G081350	6H	545679038	0.84
HORVU6Hr1G018330	6H	46298799	0.29
HORVU6Hr1G064630	6H	439944711	0.06
HORVU6Hr1G019540	6H	53168079	0.1
HORVU6Hr1G083380	6H	551146134	0.87
HORVU6Hr1G081460	6H	545779433	0.84
HORVU6Hr1G034630	6H	162670510	0.03
HORVU6Hr1G032310	6H	140903467	0.03
HORVU6Hr1G092440	6H	577408191	1.21
HORVU6Hr1G013400	6H	27562638	1.23
HORVU6Hr1G080100	6H	539970678	0.84
HORVU6Hr1G080360	6H	541634706	0.88
HORVU6Hr1G019180	6H	50783132	0.19
HORVU6Hr1G043680	6H	246534205	0
HORVU6Hr1G036800	6H	182926207	0.02
HORVU6Hr1G078580	6H	535118352	0.7
HORVU6Hr1G029540	6H	120528078	0.04
HORVU6Hr1G090680	6H	573473844	1.14
HORVU6Hr1G025670	6H	93642158	0
HORVU6Hr1G029370	6H	119381900	0.04
HORVU6Hr1G071740	6H	498560566	0.18
HORVU6Hr1G042390	6H	238315891	0
HORVU6Hr1G083790	6H	552732885	0.79
HORVU6Hr1G032260	6H	140279807	0.03
HORVU6Hr1G030260	6H	125704526	0.03
HORVU6Hr1G036510	6H	179054685	0.02
HORVU6Hr1G093210	6H	579227364	1.24
HORVU6Hr1G063860	6H	432127492	0.07
HORVU6Hr1G055290	6H	352045813	0.03
HORVU6Hr1G093680	6H	579859871	1.25
HORVU6Hr1G042160	6H	235104666	0
HORVU6Hr1G050440	6H	305085225	0
HORVU6Hr1G079830	6H	539077783	0.8
HORVU6Hr1G040480	6H	218526299	0.01
HORVU6Hr1G034050	6H	157311010	0.03
HORVU6Hr1G055850	6H	355925677	0.03
HORVU6Hr1G069150	6H	478432928	0.13
HORVU6Hr1G025080	6H	89413360	0
HORVU6Hr1G093740	6H	580009472	1.25
HORVU6Hr1G047460	6H	281978295	0
HORVU6Hr1G021340	6H	64214424	0.07
HORVU6Hr1G049200	6H	299499394	0
HORVU6Hr1G047560	6H	284363911	0
HORVU6Hr1G088100	6H	565696640	1
HORVU6Hr1G071420	6H	496570293	0.17
HORVU6Hr1G036640	6H	180781902	0.02
HORVU6Hr1G042400	6H	238319735	0
HORVU6Hr1G024390	6H	85350185	0.01
HORVU6Hr1G072420	6H	503270970	0.18
HORVU6Hr1G078510	6H	534750766	0.69
HORVU6Hr1G087420	6H	564067024	0.99
HORVU6Hr1G068150	6H	472176190	0.1
HORVU6Hr1G041720	6H	230352529	0
HORVU6Hr1G035610	6H	172640474	0.02
HORVU6Hr1G029710	6H	121775238	0.04
HORVU6Hr1G079550	6H	538073635	0.75
HORVU6Hr1G053910	6H	339076120	0.02
HORVU6Hr1G073090	6H	507153089	0.21
HORVU6Hr1G074800	6H	515877658	0.27
HORVU6Hr1G028980	6H	116978406	0.04
HORVU6Hr1G077470	6H	530337302	0.61
HORVU6Hr1G027970	6H	110817922	0.03
HORVU6Hr1G084070	6H	553220335	0.77
HORVU6Hr1G032050	6H	138340974	0.03
HORVU6Hr1G077290	6H	529457730	0.59
HORVU6Hr1G057490	6H	373416300	0.07
HORVU6Hr1G054580	6H	345287778	0.02
HORVU6Hr1G084460	6H	554767188	0.73
HORVU6Hr1G090870	6H	573646937	1.15
HORVU6Hr1G081740	6H	546423873	0.84
HORVU6Hr1G016070	6H	35934842	0.67
HORVU6Hr1G093000	6H	578718165	1.23
HORVU6Hr1G093820	6H	580159583	1.25
HORVU6Hr1G026450	6H	100247287	0
HORVU6Hr1G035190	6H	167631175	0.03
HORVU6Hr1G022370	6H	70907608	0.04
HORVU6Hr1G083390	6H	551155889	0.87
HORVU6Hr1G082670	6H	548931587	0.89
HORVU6Hr1G017680	6H	42338523	0.3
HORVU6Hr1G018350	6H	46316274	0.29
HORVU6Hr1G028290	6H	112171576	0.03
HORVU6Hr1G017810	6H	42739254	0.28
HORVU6Hr1G094520	6H	581392569	1.27
HORVU6Hr1G023820	6H	82035339	0.01
HORVU6Hr1G081800	6H	546509837	0.84
HORVU6Hr1G021170	6H	61758669	0.08
HORVU6Hr1G014680	6H	31358464	0.92
HORVU6Hr1G083120	6H	550448524	0.88
HORVU6Hr1G076810	6H	527209917	0.55
HORVU6Hr1G088900	6H	567866146	1.05
HORVU6Hr1G021320	6H	64007359	0.07
HORVU6Hr1G070180	6H	487813909	0.12
HORVU6Hr1G082760	6H	549303744	0.89
HORVU6Hr1G079630	6H	538135253	0.75
HORVU6Hr1G030170	6H	125163010	0.03
HORVU6Hr1G038870	6H	200044289	0.02
HORVU6Hr1G083720	6H	552471076	0.8
HORVU6Hr1G068230	6H	472376688	0.11
HORVU6Hr1G033290	6H	151122430	0.03
HORVU6Hr1G078470	6H	534671745	0.69
HORVU6Hr1G078060	6H	532850809	0.66
HORVU6Hr1G056610	6H	365341314	0.05
HORVU6Hr1G071810	6H	498966106	0.19
HORVU6Hr1G069070	6H	478341815	0.13
HORVU6Hr1G035160	6H	167230141	0.03
HORVU6Hr1G087540	6H	564261358	0.99
HORVU6Hr1G066710	6H	461431941	0.07
HORVU6Hr1G090700	6H	573486597	1.14
HORVU6Hr1G040770	6H	220668056	0.01
HORVU6Hr1G017900	6H	43584600	0.27
HORVU6Hr1G029560	6H	120678098	0.04
HORVU6Hr1G017740	6H	42583851	0.29
HORVU6Hr1G034130	6H	158180327	0.03
HORVU6Hr1G023050	6H	74352626	0.03
HORVU6Hr1G088130	6H	565731388	1
HORVU6Hr1G020210	6H	55997579	0.04
HORVU6Hr1G090270	6H	571855612	1.12
HORVU6Hr1G072930	6H	506285683	0.2
HORVU6Hr1G089460	6H	569738782	1.08
HORVU6Hr1G077700	6H	531932431	0.64
HORVU6Hr1G065080	6H	445092752	0.05
HORVU6Hr1G059720	6H	395603252	0.09
HORVU6Hr1G027440	6H	107461496	0.02
HORVU6Hr1G083510	6H	551530199	0.85
HORVU6Hr1G018150	6H	44783157	0.26
HORVU6Hr1G080190	6H	540229977	0.85
HORVU6Hr1G089980	6H	570949940	1.11
HORVU6Hr1G077570	6H	530990733	0.62
HORVU6Hr1G041860	6H	231535861	0
HORVU6Hr1G028690	6H	114383996	0.04
HORVU6Hr1G084380	6H	554183234	0.74
HORVU6Hr1G044610	6H	256560790	0
HORVU6Hr1G031960	6H	137850548	0.03
HORVU6Hr1G083270	6H	550930339	0.87
HORVU6Hr1G071930	6H	499929505	0.2
HORVU6Hr1G020460	6H	57873467	0.03
HORVU6Hr1G071270	6H	496033505	0.16
HORVU6Hr1G029810	6H	122901460	0.03
HORVU6Hr1G062190	6H	416194113	0.08
HORVU6Hr1G026800	6H	103489717	0.01
HORVU6Hr1G079360	6H	537684456	0.74
HORVU6Hr1G065020	6H	444708806	0.05
HORVU6Hr1G083990	6H	553189035	0.77
HORVU6Hr1G013500	6H	27766829	1.22
HORVU6Hr1G035250	6H	168326421	0.03
HORVU6Hr1G085600	6H	559465963	0.83
HORVU6Hr1G084960	6H	557356541	0.75
HORVU6Hr1G023340	6H	77210091	0.02
HORVU6Hr1G062550	6H	419130551	0.08
HORVU6Hr1G073540	6H	509427710	0.26
HORVU6Hr1G077520	6H	530750660	0.62
HORVU6Hr1G059810	6H	396138647	0.09
HORVU6Hr1G027220	6H	105307550	0.01
HORVU6Hr1G021980	6H	68523621	0.05
HORVU6Hr1G060580	6H	402931151	0.08
HORVU6Hr1G046160	6H	269408680	0
HORVU6Hr1G032860	6H	145798798	0.03
HORVU6Hr1G070120	6H	487377050	0.12
HORVU6Hr1G082530	6H	548613651	0.88
HORVU6Hr1G092210	6H	576943699	1.2
HORVU6Hr1G094460	6H	581243298	1.27
HORVU6Hr1G085370	6H	558394485	0.78
HORVU6Hr1G028910	6H	116376632	0.04
HORVU6Hr1G091710	6H	576444773	1.2
HORVU6Hr1G059500	6H	393469850	0.09
HORVU6Hr1G059510	6H	393853615	0.09
HORVU6Hr1G014970	6H	32594094	0.85
HORVU6Hr1G039550	6H	206107320	0.01
HORVU6Hr1G063540	6H	428127918	0.08
HORVU6Hr1G077590	6H	531073117	0.62
HORVU6Hr1G019210	6H	50932935	0.19
HORVU6Hr1G090150	6H	571451718	1.11
HORVU6Hr1G025790	6H	95170287	0
HORVU6Hr1G077270	6H	529226819	0.59
HORVU6Hr1G085760	6H	559884489	0.86
HORVU6Hr1G076250	6H	524779388	0.5
HORVU6Hr1G053680	6H	336377047	0.01
HORVU6Hr1G076020	6H	523648482	0.47
HORVU6Hr1G021020	6H	61352928	0.09
HORVU6Hr1G037270	6H	187151267	0.02
HORVU6Hr1G025690	6H	94152270	0
HORVU6Hr1G091510	6H	575693430	1.18
HORVU6Hr1G017580	6H	41712313	0.32
HORVU6Hr1G073650	6H	509934065	0.27
HORVU6Hr1G070920	6H	494156667	0.15
HORVU6Hr1G030430	6H	126516518	0.03
HORVU6Hr1G031480	6H	133923890	0.03
HORVU6Hr1G016910	6H	38495210	0.55
HORVU6Hr1G079030	6H	536573341	0.72
HORVU6Hr1G013990	6H	29624224	1.08
HORVU6Hr1G093330	6H	579301297	1.24
HORVU6Hr1G092310	6H	577090482	1.2
HORVU6Hr1G044890	6H	259636269	0
HORVU6Hr1G074360	6H	513681764	0.25
HORVU6Hr1G054420	6H	344112304	0.02
HORVU6Hr1G037460	6H	187823771	0.02
HORVU6Hr1G071200	6H	495786697	0.16
HORVU6Hr1G064010	6H	432947683	0.07
HORVU6Hr1G063810	6H	431898997	0.07
HORVU6Hr1G091310	6H	575418650	1.18
HORVU6Hr1G091200	6H	575037133	1.17
HORVU6Hr1G081340	6H	545547064	0.84
HORVU6Hr1G019050	6H	49812149	0.18
HORVU6Hr1G034710	6H	163767323	0.03
HORVU6Hr1G038770	6H	199135228	0.02
HORVU6Hr1G086830	6H	562232474	0.96
HORVU6Hr1G077020	6H	527840387	0.56
HORVU6Hr1G025230	6H	90266795	0
HORVU6Hr1G091330	6H	575458321	1.18
HORVU6Hr1G082350	6H	548251132	0.88
HORVU6Hr1G067430	6H	467362064	0.09
HORVU6Hr1G041060	6H	224033440	0
HORVU6Hr1G053060	6H	328375183	0
HORVU6Hr1G072990	6H	506671657	0.2
HORVU6Hr1G012710	6H	25052387	1.33
HORVU6Hr1G037610	6H	189312796	0.02
HORVU6Hr1G029210	6H	118328676	0.04
HORVU6Hr1G068980	6H	477797081	0.13
HORVU6Hr1G016700	6H	37776360	0.59
HORVU6Hr1G074520	6H	514266499	0.26
HORVU6Hr1G071690	6H	498088198	0.18
HORVU6Hr1G012780	6H	25288634	1.32
HORVU6Hr1G077450	6H	530320811	0.61
HORVU6Hr1G047260	6H	279589133	0
HORVU6Hr1G043530	6H	245518715	0
HORVU6Hr1G086960	6H	562812168	0.97
HORVU6Hr1G027570	6H	108856843	0.02
HORVU6Hr1G083900	6H	552898557	0.78
HORVU6Hr1G059290	6H	391870366	0.08
HORVU6Hr1G086590	6H	561807438	0.94
HORVU6Hr1G029160	6H	117906254	0.04
HORVU6Hr1G015360	6H	33676271	0.78
HORVU6Hr1G065210	6H	446435649	0.05
HORVU6Hr1G091260	6H	575070042	1.17
HORVU6Hr1G072870	6H	505829516	0.19
HORVU6Hr1G051930	6H	318384214	0
HORVU6Hr1G048100	6H	289169427	0
HORVU6Hr1G075080	6H	517959727	0.31
HORVU6Hr1G054590	6H	345637116	0.02
HORVU6Hr1G026680	6H	102523103	0.01
HORVU6Hr1G060990	6H	407203000	0.08
HORVU6Hr1G058790	6H	385247826	0.08
HORVU6Hr1G090500	6H	572694170	1.13
HORVU6Hr1G020980	6H	61309520	0.09
HORVU6Hr1G034020	6H	157149418	0.03
HORVU6Hr1G027910	6H	110344012	0.02
HORVU6Hr1G025110	6H	89568863	0
HORVU6Hr1G042830	6H	241017733	0
HORVU6Hr1G080290	6H	541271058	0.88
HORVU6Hr1G090600	6H	573230628	1.14
HORVU6Hr1G020430	6H	57826273	0.03
HORVU6Hr1G074820	6H	515997014	0.28
HORVU6Hr1G066560	6H	460614503	0.07
HORVU6Hr1G095330	6H	583314828	1.3
HORVU6Hr1G040780	6H	220805128	0.01
HORVU6Hr1G074550	6H	514715353	0.26
HORVU6Hr1G072100	6H	500732208	0.21
HORVU6Hr1G070900	6H	493969681	0.15
HORVU6Hr1G038330	6H	194669316	0.02
HORVU6Hr1G067660	6H	469163778	0.09
HORVU6Hr1G064440	6H	436328916	0.06
HORVU6Hr1G095190	6H	583217060	1.3
HORVU6Hr1G045800	6H	265913201	0
HORVU6Hr1G018790	6H	48641559	0.19
HORVU6Hr1G019490	6H	52817317	0.11
HORVU6Hr1G014910	6H	32501888	0.85
HORVU6Hr1G063320	6H	426212761	0.08
HORVU6Hr1G036660	6H	181328904	0.02
HORVU6Hr1G061190	6H	409588607	0.08
HORVU6Hr1G076070	6H	523785089	0.48
HORVU6Hr1G016810	6H	38242530	0.57
HORVU6Hr1G076110	6H	524080637	0.48
HORVU6Hr1G038840	6H	199331941	0.02
HORVU6Hr1G020080	6H	55696272	0.05
HORVU6Hr1G036840	6H	183574870	0.02
HORVU6Hr1G032200	6H	139749583	0.03
HORVU6Hr1G021770	6H	67707588	0.06
HORVU6Hr1G047770	6H	286130856	0
HORVU6Hr1G092560	6H	577604056	1.21
HORVU6Hr1G075450	6H	519598619	0.36
HORVU6Hr1G067880	6H	471248860	0.1
HORVU6Hr1G058160	6H	380199494	0.08
HORVU6Hr1G082060	6H	547080643	0.86
HORVU6Hr1G054010	6H	340035303	0.02
HORVU6Hr1G047870	6H	287695066	0
HORVU6Hr1G087920	6H	565352783	1
HORVU6Hr1G076380	6H	525748794	0.52
HORVU6Hr1G018370	6H	46437812	0.29
HORVU6Hr1G035300	6H	169028519	0.03
HORVU6Hr1G071980	6H	500398393	0.2
HORVU6Hr1G068110	6H	472113077	0.1
HORVU6Hr1G037680	6H	190084075	0.02
HORVU6Hr1G074180	6H	512834480	0.25
HORVU6Hr1G067360	6H	466611672	0.08
HORVU6Hr1G066870	6H	463530777	0.07
HORVU6Hr1G019470	6H	52805716	0.11
HORVU6Hr1G042700	6H	240359071	0
HORVU6Hr1G065230	6H	446480117	0.05
HORVU6Hr1G024930	6H	88475120	0
HORVU6Hr1G033610	6H	154879941	0.03
HORVU6Hr1G092020	6H	576833100	1.2
HORVU6Hr1G093650	6H	579821098	1.24
HORVU6Hr1G022500	6H	71744568	0.04
HORVU6Hr1G069180	6H	479026601	0.14
HORVU6Hr1G058280	6H	381028892	0.08
HORVU6Hr1G033690	6H	155694068	0.03
HORVU6Hr1G072740	6H	504918224	0.18
HORVU6Hr1G039720	6H	207778968	0.01
HORVU6Hr1G083160	6H	550500534	0.88
HORVU6Hr1G064610	6H	438917867	0.06
HORVU6Hr1G060610	6H	403605746	0.08
HORVU6Hr1G015410	6H	33726376	0.78
HORVU6Hr1G063580	6H	428805562	0.08
HORVU6Hr1G018070	6H	44280074	0.26
HORVU6Hr1G075730	6H	521634454	0.43
HORVU6Hr1G052600	6H	325194452	0.01
HORVU6Hr1G040600	6H	219311614	0.01
HORVU6Hr1G081710	6H	546346211	0.84
HORVU6Hr1G037420	6H	187527184	0.02
HORVU6Hr1G021040	6H	61368296	0.09
HORVU6Hr1G065530	6H	451258099	0.05
HORVU6Hr1G028130	6H	111470318	0.03
HORVU6Hr1G076270	6H	525237395	0.51
HORVU6Hr1G091240	6H	575056166	1.17
HORVU6Hr1G065390	6H	449421770	0.05
HORVU6Hr1G092500	6H	577546853	1.21
HORVU6Hr1G067300	6H	466402469	0.08
HORVU6Hr1G025470	6H	92409757	0
HORVU6Hr1G095320	6H	583305165	1.3
HORVU6Hr1G092430	6H	577401583	1.21
HORVU6Hr1G088880	6H	567650424	1.04
HORVU6Hr1G063910	6H	432308510	0.07
HORVU6Hr1G043690	6H	247611657	0
HORVU6Hr1G054760	6H	347753651	0.03
HORVU6Hr1G028050	6H	111028206	0.03
HORVU6Hr1G078430	6H	534621517	0.69
HORVU6Hr1G074900	6H	516300991	0.28
HORVU6Hr1G092710	6H	577795779	1.21
HORVU6Hr1G034900	6H	165691829	0.03
HORVU6Hr1G069710	6H	484120478	0.12
HORVU6Hr1G045250	6H	263420492	0
HORVU6Hr1G056080	6H	359025730	0.04
HORVU6Hr1G083810	6H	552763868	0.79
HORVU6Hr1G069780	6H	484229181	0.12
HORVU6Hr1G047520	6H	284339889	0
HORVU6Hr1G068600	6H	475073415	0.12
HORVU6Hr1G014060	6H	29999030	1.05
HORVU6Hr1G022380	6H	70919654	0.04
HORVU6Hr1G037360	6H	187163077	0.02
HORVU6Hr1G090380	6H	572429678	1.13
HORVU6Hr1G055990	6H	357473643	0.04
HORVU6Hr1G034180	6H	158745594	0.03
HORVU6Hr1G039910	6H	210470020	0.01
HORVU6Hr1G040220	6H	215060284	0.01
HORVU6Hr1G032720	6H	144062012	0.03
HORVU6Hr1G088570	6H	566835239	1.03
HORVU6Hr1G080770	6H	542829474	0.89
HORVU6Hr1G062140	6H	415865940	0.08
HORVU6Hr1G075170	6H	518399320	0.32
HORVU6Hr1G064060	6H	433237263	0.07
HORVU6Hr1G014160	6H	30190328	1.03
HORVU6Hr1G090960	6H	573781564	1.15
HORVU6Hr1G069690	6H	484042600	0.12
HORVU6Hr1G014450	6H	30651156	0.99
HORVU6Hr1G061020	6H	407801004	0.08
HORVU6Hr1G033930	6H	156757372	0.03
HORVU6Hr1G033620	6H	154893446	0.03
HORVU6Hr1G031280	6H	131697817	0.03
HORVU6Hr1G019450	6H	52759020	0.11
HORVU6Hr1G078300	6H	533615988	0.67
HORVU6Hr1G078130	6H	533170959	0.66
HORVU6Hr1G049250	6H	299512163	0
HORVU6Hr1G059150	6H	391115595	0.08
HORVU6Hr1G015790	6H	35212392	0.71
HORVU6Hr1G087310	6H	563810378	0.99
HORVU6Hr1G085850	6H	560054894	0.87
HORVU6Hr1G029550	6H	120531944	0.04
HORVU6Hr1G061390	6H	411177802	0.08
HORVU6Hr1G032080	6H	138593532	0.03
HORVU6Hr1G047080	6H	278398517	0
HORVU6Hr1G094410	6H	581144737	1.27
HORVU6Hr1G055030	6H	350303224	0.03
HORVU6Hr1G070610	6H	491984197	0.14
HORVU6Hr1G076870	6H	527404379	0.55
HORVU6Hr1G013180	6H	26471591	1.28
HORVU6Hr1G078710	6H	535635688	0.71
HORVU6Hr1G063310	6H	426145139	0.08
HORVU6Hr1G020190	6H	55993741	0.04
HORVU6Hr1G064470	6H	437328065	0.06
HORVU6Hr1G087090	6H	563086613	0.98
HORVU6Hr1G074290	6H	513379735	0.25
HORVU6Hr1G070060	6H	486679165	0.12
HORVU6Hr1G052780	6H	325603294	0.01
HORVU6Hr1G034040	6H	157308202	0.03
HORVU6Hr1G076280	6H	525269575	0.51
HORVU6Hr1G091980	6H	576768347	1.2
HORVU6Hr1G031450	6H	133169150	0.03
HORVU6Hr1G083750	6H	552495532	0.8
HORVU6Hr1G032670	6H	143753653	0.03
HORVU6Hr1G035670	6H	173342909	0.02
HORVU6Hr1G053100	6H	328930020	0
HORVU6Hr1G035470	6H	171520645	0.02
HORVU6Hr1G058740	6H	384632176	0.08
HORVU6Hr1G075000	6H	517622547	0.31
HORVU6Hr1G072500	6H	503722796	0.18
HORVU6Hr1G039140	6H	201946715	0.02
HORVU6Hr1G084700	6H	555825032	0.73
HORVU6Hr1G016320	6H	36588427	0.64
HORVU6Hr1G078890	6H	536275015	0.72
HORVU6Hr1G075350	6H	519372583	0.35
HORVU6Hr1G053890	6H	338780019	0.02
HORVU6Hr1G016460	6H	37274278	0.61
HORVU6Hr1G037990	6H	192589687	0.02
HORVU6Hr1G046980	6H	277483726	0
HORVU6Hr1G030370	6H	126062577	0.03
HORVU6Hr1G067160	6H	465306051	0.08
HORVU6Hr1G061470	6H	411794726	0.08
HORVU6Hr1G082310	6H	548102082	0.88
HORVU6Hr1G054820	6H	348222161	0.03
HORVU6Hr1G033850	6H	156256741	0.03
HORVU6Hr1G080340	6H	541488020	0.88
HORVU6Hr1G030520	6H	128123432	0.03
HORVU6Hr1G080150	6H	540198939	0.85
HORVU6Hr1G033970	6H	156947809	0.03
HORVU6Hr1G075860	6H	522385529	0.45
HORVU6Hr1G038620	6H	197867357	0.02
HORVU6Hr1G034410	6H	160627430	0.03
HORVU6Hr1G043490	6H	245499062	0
HORVU6Hr1G038390	6H	195134370	0.02
HORVU6Hr1G090530	6H	572797221	1.13
HORVU6Hr1G077100	6H	528517252	0.57
HORVU6Hr1G074990	6H	517282533	0.3
HORVU6Hr1G064350	6H	435678659	0.06
HORVU6Hr1G052520	6H	323780724	0.01
HORVU6Hr1G093840	6H	580176684	1.25
HORVU6Hr1G034750	6H	164432472	0.03
HORVU6Hr1G037860	6H	191537722	0.02
HORVU6Hr1G049450	6H	299537225	0
HORVU6Hr1G065320	6H	447499878	0.05
HORVU6Hr1G069340	6H	480667952	0.13
HORVU6Hr1G088960	6H	567911527	1.05
HORVU6Hr1G024100	6H	83656232	0.01
HORVU6Hr1G042090	6H	233924916	0
HORVU6Hr1G084820	6H	556520857	0.73
HORVU6Hr1G047440	6H	281976025	0
HORVU6Hr1G091600	6H	575944288	1.19
HORVU6Hr1G020570	6H	58731625	0.04
HORVU6Hr1G075970	6H	522939191	0.46
HORVU6Hr1G038050	6H	192950223	0.02
HORVU6Hr1G077930	6H	532549925	0.65
HORVU6Hr1G057780	6H	376800081	0.07
HORVU6Hr1G059730	6H	395830683	0.09
HORVU6Hr1G022460	6H	71585686	0.04
HORVU6Hr1G025260	6H	91006140	0
HORVU6Hr1G033390	6H	151902694	0.03
HORVU6Hr1G028610	6H	113277844	0.03
HORVU6Hr1G075920	6H	522677672	0.45
HORVU6Hr1G053120	6H	328938304	0
HORVU6Hr1G076420	6H	525793306	0.52
HORVU6Hr1G088550	6H	566743303	1.02
HORVU6Hr1G076220	6H	524739641	0.5
HORVU6Hr1G050740	6H	308227811	0
HORVU6Hr1G049440	6H	299534935	0
HORVU6Hr1G092260	6H	577015295	1.2
HORVU6Hr1G066260	6H	459085951	0.06
HORVU6Hr1G022580	6H	72037607	0.04
HORVU6Hr1G018600	6H	47513054	0.24
HORVU6Hr1G040270	6H	215846909	0.01
HORVU6Hr1G062020	6H	414948102	0.08
HORVU6Hr1G068530	6H	474704943	0.12
HORVU6Hr1G057270	6H	372657528	0.06
HORVU6Hr1G094680	6H	581591632	1.27
HORVU6Hr1G090090	6H	571367063	1.11
HORVU6Hr1G028680	6H	114370314	0.04
HORVU6Hr1G089700	6H	570404914	1.1
HORVU6Hr1G063740	6H	431202365	0.08
HORVU6Hr1G030390	6H	126211480	0.03
HORVU6Hr1G059490	6H	393388996	0.09
HORVU6Hr1G049470	6H	299538314	0
HORVU6Hr1G094190	6H	580651016	1.26
HORVU6Hr1G087300	6H	563794478	0.99
HORVU6Hr1G032540	6H	143073626	0.03
