#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	7H	11_21528	49445658	42.5	TRUE												
Hordeum	7H	12_10036	1867224	0.2	TRUE												
Hordeum	7H	12_10125	489497799	74.3	TRUE												
Hordeum	7H	12_10222	251131956	70.7	TRUE												
Hordeum	7H	12_10267	87946043	62.4	TRUE												
Hordeum	7H	12_10368	49105258	42.3	TRUE												
Hordeum	7H	12_10369	457219384	73.2	TRUE												
Hordeum	7H	12_10378	655345692	141.4	TRUE												
Hordeum	7H	12_10459	316867142	70.7	TRUE												
Hordeum	7H	12_10581	444623640	71.2	TRUE												
Hordeum	7H	12_10652	610912783	102.3	TRUE												
Hordeum	7H	12_10655	218524405	70.1	TRUE												
Hordeum	7H	12_10657	82213134	61.5	TRUE												
Hordeum	7H	12_10677	641865882	129.4	TRUE												
Hordeum	7H	12_10696	62559292	50.7	TRUE												
Hordeum	7H	12_10698	226518116	70.2	TRUE												
Hordeum	7H	12_10713	363319046	70.7	TRUE												
Hordeum	7H	12_10959	66195606	53	TRUE												
Hordeum	7H	12_10979	48001348	41.4	TRUE												
Hordeum	7H	12_10982	488307674	74.3	TRUE												
Hordeum	7H	12_11146	430314726	71.1	TRUE												
Hordeum	7H	12_11499	498937414	74.6	TRUE												
Hordeum	7H	12_20016	2527557	0.6	TRUE												
Hordeum	7H	12_20079	648429498	134.4	TRUE												
Hordeum	7H	12_20207	310311355	131.4	FALSE												
Hordeum	7H	12_20241	643843283	131	TRUE												
Hordeum	7H	12_20832	628962539	119.8	TRUE												
Hordeum	7H	12_20949	643844792	131	TRUE												
Hordeum	7H	12_21208	614318211	106.4	TRUE												
Hordeum	7H	12_21328	645344413	132.2	TRUE												
Hordeum	7H	12_30004	374008168	70.7	TRUE												
Hordeum	7H	12_30053	234707278	70.7	TRUE												
Hordeum	7H	12_30065	47359082	40.4	TRUE												
Hordeum	7H	12_30143	48203463	41.4	TRUE												
Hordeum	7H	12_30149	87929896	62.4	TRUE												
Hordeum	7H	12_30199	522445562	76.7	TRUE												
Hordeum	7H	12_30213	460735533	73.6	TRUE												
Hordeum	7H	12_30290	63760337	51	TRUE												
Hordeum	7H	12_30329	26188987	23	TRUE												
Hordeum	7H	12_30362	611405335	104.8	TRUE												
Hordeum	7H	12_30368	620484857	109.9	TRUE												
Hordeum	7H	12_30371	60593610	48.9	TRUE												
Hordeum	7H	12_30380	635735954	124.6	TRUE												
Hordeum	7H	12_30389	354142498	70.7	TRUE												
Hordeum	7H	12_30411	262018069	70.7	TRUE												
Hordeum	7H	12_30419	540692375	78.1	TRUE												
Hordeum	7H	12_30449	416618712	71	TRUE												
Hordeum	7H	12_30481	228406803	70.2	TRUE												
Hordeum	7H	12_30486	235388310	70.7	TRUE												
Hordeum	7H	12_30492	264361753	70.7	TRUE												
Hordeum	7H	12_30496	116658838	67.4	TRUE												
Hordeum	7H	12_30544	238659006	70.7	TRUE												
Hordeum	7H	12_30545	58416963	48.3	TRUE												
Hordeum	7H	12_30550	285782375	70.7	TRUE												
Hordeum	7H	12_30563	321637487	70.5	TRUE												
Hordeum	7H	12_30576	66410739	53.3	TRUE												
Hordeum	7H	12_30589	449173785	71.5	TRUE												
Hordeum	7H	12_30593	642644375	130	TRUE												
Hordeum	7H	12_30595	202235859	70	TRUE												
Hordeum	7H	12_30621	361405806	70.7	TRUE												
Hordeum	7H	12_30630	593307016	91.9	TRUE												
Hordeum	7H	12_30645	460352713	73.6	TRUE												
Hordeum	7H	12_30752	59140448	48.4	TRUE												
Hordeum	7H	12_30760	228832104	70.2	TRUE												
Hordeum	7H	12_30761	640935280	128.3	TRUE												
Hordeum	7H	12_30780	27546933	24.1	TRUE												
Hordeum	7H	12_30794	231100826	70.2	TRUE												
Hordeum	7H	12_30797	617916935	108.1	TRUE												
Hordeum	7H	12_30806	578291763	86	TRUE												
Hordeum	7H	12_30826	654411756	140.9	TRUE												
Hordeum	7H	12_30835	363318879	70.7	TRUE												
Hordeum	7H	12_30880	67729137	54.4	TRUE												
Hordeum	7H	12_30959	1395094	0.2	TRUE												
Hordeum	7H	12_30974	650049936	137.3	TRUE												
Hordeum	7H	12_30999	528801086	77.3	TRUE												
Hordeum	7H	12_31019	655345692	141.4	TRUE												
Hordeum	7H	12_31137	521418136	76.6	TRUE												
Hordeum	7H	12_31140	411695093	71	TRUE												
Hordeum	7H	12_31199	524013384	77	TRUE												
Hordeum	7H	12_31211	451634037	72.5	TRUE												
Hordeum	7H	12_31227	265575532	70.7	TRUE												
Hordeum	7H	12_31261	598982414	96.6	TRUE												
Hordeum	7H	12_31285	16918186	13.9	TRUE												
Hordeum	7H	12_31294	594218074	92.2	TRUE												
Hordeum	7H	12_31305	45118264	38.8	TRUE												
Hordeum	7H	12_31350	6314541	2.1	TRUE												
Hordeum	7H	12_31351	26894878	23.7	TRUE												
Hordeum	7H	12_31374	625633406	116.1	TRUE												
Hordeum	7H	12_31395	578368851	86	TRUE												
Hordeum	7H	12_31418	367767660	70.7	TRUE												
Hordeum	7H	12_31440	593707032	92.1	TRUE												
Hordeum	7H	12_31441	93121008	64	TRUE												
Hordeum	7H	12_31450	14185696	11.8	TRUE												
Hordeum	7H	12_31452	141857069	68.4	TRUE												
Hordeum	7H	SCRI_RS_102957	114594929	70.7	FALSE												
Hordeum	7H	SCRI_RS_103902	521506516	76.6	TRUE												
Hordeum	7H	SCRI_RS_10407	284094597	70.4	TRUE												
Hordeum	7H	SCRI_RS_104566	560187124	80.1	TRUE												
Hordeum	7H	SCRI_RS_106456	31337461	27.6	TRUE												
Hordeum	7H	SCRI_RS_107367	617944985	108.1	TRUE												
Hordeum	7H	SCRI_RS_108830	143905261	68.4	TRUE												
Hordeum	7H	SCRI_RS_109893	539971598	78	TRUE												
Hordeum	7H	SCRI_RS_112204	605149137	98.4	TRUE												
Hordeum	7H	SCRI_RS_112718	396473475	70.8	TRUE												
Hordeum	7H	SCRI_RS_112863	578365328	86	TRUE												
Hordeum	7H	SCRI_RS_115208	234707093	70.7	TRUE												
Hordeum	7H	SCRI_RS_116905	295526825	70.7	TRUE												
Hordeum	7H	SCRI_RS_120015	648263321	134.2	TRUE												
Hordeum	7H	SCRI_RS_121774	48001427	41.4	TRUE												
Hordeum	7H	SCRI_RS_122512	522444718	76.7	TRUE												
Hordeum	7H	SCRI_RS_124251	611195192	103.5	TRUE												
Hordeum	7H	SCRI_RS_124819	147148173	68.4	TRUE												
Hordeum	7H	SCRI_RS_125000	55879520	47.6	TRUE												
Hordeum	7H	SCRI_RS_126380	426143258	71	TRUE												
Hordeum	7H	SCRI_RS_126437	638089288	125.6	TRUE												
Hordeum	7H	SCRI_RS_127040	146588838	68.4	TRUE												
Hordeum	7H	SCRI_RS_127143	414729073	71	TRUE												
Hordeum	7H	SCRI_RS_127224	23066512	20.8	TRUE												
Hordeum	7H	SCRI_RS_12729	429810125	71.1	TRUE												
Hordeum	7H	SCRI_RS_127385	5926221	1.9	TRUE												
Hordeum	7H	SCRI_RS_127791	568288841	81.5	TRUE												
Hordeum	7H	SCRI_RS_128121	24207731	21.4	TRUE												
Hordeum	7H	SCRI_RS_129686	115429730	67.2	TRUE												
Hordeum	7H	SCRI_RS_129757	346441914	70.2	TRUE												
Hordeum	7H	SCRI_RS_129779	34821542	30	TRUE												
Hordeum	7H	SCRI_RS_129817	264056141	70.4	TRUE												
Hordeum	7H	SCRI_RS_130821	641766561	129.1	TRUE												
Hordeum	7H	SCRI_RS_131173	638446503	126.1	TRUE												
Hordeum	7H	SCRI_RS_131323	223551392	70.2	TRUE												
Hordeum	7H	SCRI_RS_132017	11427761	9.1	TRUE												
Hordeum	7H	SCRI_RS_132118	645815611	132.6	TRUE												
Hordeum	7H	SCRI_RS_132425	87932255	62.4	TRUE												
Hordeum	7H	SCRI_RS_132722	142394274	68.4	TRUE												
Hordeum	7H	SCRI_RS_132879	237172389	70.7	TRUE												
Hordeum	7H	SCRI_RS_133026	530981943	77.3	TRUE												
Hordeum	7H	SCRI_RS_13354	342080184	70.7	TRUE												
Hordeum	7H	SCRI_RS_133777	400830262	71	TRUE												
Hordeum	7H	SCRI_RS_1347	620792632	110.3	TRUE												
Hordeum	7H	SCRI_RS_134797	236134087	70.7	TRUE												
Hordeum	7H	SCRI_RS_134872	61261760	49.7	TRUE												
Hordeum	7H	SCRI_RS_135181	621829309	110.8	TRUE												
Hordeum	7H	SCRI_RS_135346	230564649	70.2	TRUE												
Hordeum	7H	SCRI_RS_13615	7043557	2.5	TRUE												
Hordeum	7H	SCRI_RS_136221	508669054	75.2	TRUE												
Hordeum	7H	SCRI_RS_136590	597899698	93.9	TRUE												
Hordeum	7H	SCRI_RS_137069	16673681	13.9	TRUE												
Hordeum	7H	SCRI_RS_137626	65343726	52.3	TRUE												
Hordeum	7H	SCRI_RS_137983	11537598	9.1	TRUE												
Hordeum	7H	SCRI_RS_1383	629218758	120	TRUE												
Hordeum	7H	SCRI_RS_138457	36912761	29.8	TRUE												
Hordeum	7H	SCRI_RS_138461	36912376	29.8	TRUE												
Hordeum	7H	SCRI_RS_138598	641883333	129.4	TRUE												
Hordeum	7H	SCRI_RS_13927	253832384	70.7	TRUE												
Hordeum	7H	SCRI_RS_139480	409162715	71	TRUE												
Hordeum	7H	SCRI_RS_139563	15857316	13.3	TRUE												
Hordeum	7H	SCRI_RS_139808	599453187	97.3	TRUE												
Hordeum	7H	SCRI_RS_139962	101579431	64.8	TRUE												
Hordeum	7H	SCRI_RS_140096	27863197	24.2	TRUE												
Hordeum	7H	SCRI_RS_140553	323685757	68.1	TRUE												
Hordeum	7H	SCRI_RS_140746	629691807	120.4	TRUE												
Hordeum	7H	SCRI_RS_141164	243058157	70.7	TRUE												
Hordeum	7H	SCRI_RS_14119	650072377	137.3	TRUE												
Hordeum	7H	SCRI_RS_141470	641527533	128.7	TRUE												
Hordeum	7H	SCRI_RS_141629	56624480	47.7	TRUE												
Hordeum	7H	SCRI_RS_14173	407581509	71	TRUE												
Hordeum	7H	SCRI_RS_141732	600443323	97.2	TRUE												
Hordeum	7H	SCRI_RS_142007	26816836	23.8	TRUE												
Hordeum	7H	SCRI_RS_142219	619443560	108.8	TRUE												
Hordeum	7H	SCRI_RS_143118	521771595	76.6	TRUE												
Hordeum	7H	SCRI_RS_144773	16889273	13.9	TRUE												
Hordeum	7H	SCRI_RS_14491	593837515	92.1	TRUE												
Hordeum	7H	SCRI_RS_146114	60849054	49.7	TRUE												
Hordeum	7H	SCRI_RS_146157	577789723	86	TRUE												
Hordeum	7H	SCRI_RS_146382	63115661	50.7	TRUE												
Hordeum	7H	SCRI_RS_146847	429082482	71.1	TRUE												
Hordeum	7H	SCRI_RS_147689	263072748	70.7	TRUE												
Hordeum	7H	SCRI_RS_148318	23795915	21.4	TRUE												
Hordeum	7H	SCRI_RS_148407	238445791	70.7	TRUE												
Hordeum	7H	SCRI_RS_148722	576345779	86	TRUE												
Hordeum	7H	SCRI_RS_149228	312103579	70.7	TRUE												
Hordeum	7H	SCRI_RS_149501	48724924	42	TRUE												
Hordeum	7H	SCRI_RS_149647	227368634	70.2	TRUE												
Hordeum	7H	SCRI_RS_149650	538394571	77.8	TRUE												
Hordeum	7H	SCRI_RS_150016	57649606	48	TRUE												
Hordeum	7H	SCRI_RS_150049	599396580	97.1	TRUE												
Hordeum	7H	SCRI_RS_150053	31222419	27.3	TRUE												
Hordeum	7H	SCRI_RS_150062	521339037	76.6	TRUE												
Hordeum	7H	SCRI_RS_150302	647913791	134.2	TRUE												
Hordeum	7H	SCRI_RS_150768	479863520	74.2	TRUE												
Hordeum	7H	SCRI_RS_150783	58411980	48.3	TRUE												
Hordeum	7H	SCRI_RS_151367	432343050	71.2	TRUE												
Hordeum	7H	SCRI_RS_151387	633744738	123.6	TRUE												
Hordeum	7H	SCRI_RS_152074	323864196	67.9	FALSE												
Hordeum	7H	SCRI_RS_152122	55009017	47	TRUE												
Hordeum	7H	SCRI_RS_152228	19924584	17.6	TRUE												
Hordeum	7H	SCRI_RS_152299	81672902	61.5	TRUE												
Hordeum	7H	SCRI_RS_152635	417209902	71	TRUE												
Hordeum	7H	SCRI_RS_152696	144114443	68.4	TRUE												
Hordeum	7H	SCRI_RS_152698	425387282	71	TRUE												
Hordeum	7H	SCRI_RS_152752	614682595	106.5	TRUE												
Hordeum	7H	SCRI_RS_152931	13700972	11.5	TRUE												
Hordeum	7H	SCRI_RS_153202	15927236	13.6	TRUE												
Hordeum	7H	SCRI_RS_153388	443288094	71.2	TRUE												
Hordeum	7H	SCRI_RS_153505	593453029	91.9	TRUE												
Hordeum	7H	SCRI_RS_154003	632355157	121.8	TRUE												
Hordeum	7H	SCRI_RS_154069	631017839	120.8	TRUE												
Hordeum	7H	SCRI_RS_154111	314025160	70.7	TRUE												
Hordeum	7H	SCRI_RS_154356	624754	0.2	TRUE												
Hordeum	7H	SCRI_RS_154541	317688267	70.7	TRUE												
Hordeum	7H	SCRI_RS_155061	41833532	37.6	TRUE												
Hordeum	7H	SCRI_RS_155078	637406363	125.3	TRUE												
Hordeum	7H	SCRI_RS_155121	14909880	12.7	TRUE												
Hordeum	7H	SCRI_RS_155795	49898184	43.3	TRUE												
Hordeum	7H	SCRI_RS_156125	1904888	0.2	TRUE												
Hordeum	7H	SCRI_RS_156971	255295763	70.7	TRUE												
Hordeum	7H	SCRI_RS_157020	58426825	48.3	TRUE												
Hordeum	7H	SCRI_RS_157035	449330926	71.5	TRUE												
Hordeum	7H	SCRI_RS_157208	653254608	140.6	TRUE												
Hordeum	7H	SCRI_RS_157219	653256045	140.6	TRUE												
Hordeum	7H	SCRI_RS_158126	127680000	67.8	TRUE												
Hordeum	7H	SCRI_RS_158234	131205911	68.1	TRUE												
Hordeum	7H	SCRI_RS_158512	19927461	17.6	TRUE												
Hordeum	7H	SCRI_RS_158599	652866650	140.4	TRUE												
Hordeum	7H	SCRI_RS_159066	81384720	61.5	TRUE												
Hordeum	7H	SCRI_RS_160279	287402929	70.5	TRUE												
Hordeum	7H	SCRI_RS_160297	6313605	2.1	TRUE												
Hordeum	7H	SCRI_RS_160602	34820934	29.8	TRUE												
Hordeum	7H	SCRI_RS_160641	25437586	22.7	TRUE												
Hordeum	7H	SCRI_RS_161111	65422726	52.3	TRUE												
Hordeum	7H	SCRI_RS_161285	616908316	107.1	TRUE												
Hordeum	7H	SCRI_RS_161359	337265200	70.7	TRUE												
Hordeum	7H	SCRI_RS_161476	26829636	23.7	TRUE												
Hordeum	7H	SCRI_RS_162419	430315637	71.1	TRUE												
Hordeum	7H	SCRI_RS_162623	244653805	70.7	TRUE												
Hordeum	7H	SCRI_RS_162631	25008444	21.9	TRUE												
Hordeum	7H	SCRI_RS_162708	56674176	47.9	TRUE												
Hordeum	7H	SCRI_RS_162966	604866517	98.3	TRUE												
Hordeum	7H	SCRI_RS_16316	641203161	128.5	TRUE												
Hordeum	7H	SCRI_RS_164251	228408241	70.2	TRUE												
Hordeum	7H	SCRI_RS_164280	414464525	71	TRUE												
Hordeum	7H	SCRI_RS_164730	58181781	48	TRUE												
Hordeum	7H	SCRI_RS_165137	277153610	70.7	TRUE												
Hordeum	7H	SCRI_RS_165918	126524634	67.8	TRUE												
Hordeum	7H	SCRI_RS_166176	653119094	140.4	TRUE												
Hordeum	7H	SCRI_RS_166323	13609543	11	TRUE												
Hordeum	7H	SCRI_RS_166511	2610855	0.9	TRUE												
Hordeum	7H	SCRI_RS_166520	23169498	20.8	TRUE												
Hordeum	7H	SCRI_RS_166536	47358617	40.4	TRUE												
Hordeum	7H	SCRI_RS_166774	615053886	106.5	TRUE												
Hordeum	7H	SCRI_RS_167383	275459661	70.5	TRUE												
Hordeum	7H	SCRI_RS_168543	436442732	71.2	TRUE												
Hordeum	7H	SCRI_RS_168994	590233720	89.5	TRUE												
Hordeum	7H	SCRI_RS_169268	653394605	140.7	TRUE												
Hordeum	7H	SCRI_RS_169639	177699524	69.3	TRUE												
Hordeum	7H	SCRI_RS_169904	55242186	47.3	TRUE												
Hordeum	7H	SCRI_RS_171008	61612202	49.9	TRUE												
Hordeum	7H	SCRI_RS_171456	640717232	128.3	TRUE												
Hordeum	7H	SCRI_RS_171588	142391175	68.4	TRUE												
Hordeum	7H	SCRI_RS_171786	142388984	68.4	TRUE												
Hordeum	7H	SCRI_RS_172243	611124923	103	TRUE												
Hordeum	7H	SCRI_RS_172331	616345999	106.8	TRUE												
Hordeum	7H	SCRI_RS_172335	59282286	48.4	TRUE												
Hordeum	7H	SCRI_RS_173914	340745498	70.7	TRUE												
Hordeum	7H	SCRI_RS_174255	616898970	107.1	TRUE												
Hordeum	7H	SCRI_RS_174285	610822080	102.2	TRUE												
Hordeum	7H	SCRI_RS_174327	604865432	98.3	TRUE												
Hordeum	7H	SCRI_RS_174500	343597326	70.7	TRUE												
Hordeum	7H	SCRI_RS_174514	600403491	97.2	TRUE												
Hordeum	7H	SCRI_RS_174699	594003628	92.1	TRUE												
Hordeum	7H	SCRI_RS_174720	18711404	15.9	TRUE												
Hordeum	7H	SCRI_RS_175893	600149224	97.2	TRUE												
Hordeum	7H	SCRI_RS_177060	235076564	70.7	TRUE												
Hordeum	7H	SCRI_RS_177253	56670681	47.7	TRUE												
Hordeum	7H	SCRI_RS_177315	3395254	1.5	TRUE												
Hordeum	7H	SCRI_RS_178619	64694467	51.3	TRUE												
Hordeum	7H	SCRI_RS_178933	638524936	126.3	TRUE												
Hordeum	7H	SCRI_RS_179528	23277506	21	TRUE												
Hordeum	7H	SCRI_RS_179554	638449816	126.3	TRUE												
Hordeum	7H	SCRI_RS_179937	41835096	37.6	TRUE												
Hordeum	7H	SCRI_RS_181154	521772846	76.6	TRUE												
Hordeum	7H	SCRI_RS_181338	593708580	92.1	TRUE												
Hordeum	7H	SCRI_RS_181575	635736727	124.6	TRUE												
Hordeum	7H	SCRI_RS_181727	527758417	77.3	TRUE												
Hordeum	7H	SCRI_RS_182	94005875	64	TRUE												
Hordeum	7H	SCRI_RS_182092	25426813	22.7	TRUE												
Hordeum	7H	SCRI_RS_182331	647073351	133.9	TRUE												
Hordeum	7H	SCRI_RS_182503	607778908	100	TRUE												
Hordeum	7H	SCRI_RS_182575	638090882	125.6	TRUE												
Hordeum	7H	SCRI_RS_183593	643580698	131	TRUE												
Hordeum	7H	SCRI_RS_184488	632321272	121.8	TRUE												
Hordeum	7H	SCRI_RS_184894	300522790	70.7	TRUE												
Hordeum	7H	SCRI_RS_184967	645014940	131.9	TRUE												
Hordeum	7H	SCRI_RS_185445	641793088	128.7	TRUE												
Hordeum	7H	SCRI_RS_185680	407312796	71	TRUE												
Hordeum	7H	SCRI_RS_185707	248145549	70.7	TRUE												
Hordeum	7H	SCRI_RS_186130	50287708	44	TRUE												
Hordeum	7H	SCRI_RS_187033	4995911	1.9	TRUE												
Hordeum	7H	SCRI_RS_187590	64454838	51	TRUE												
Hordeum	7H	SCRI_RS_187827	50187617	43.8	TRUE												
Hordeum	7H	SCRI_RS_188133	54430330	46.4	TRUE												
Hordeum	7H	SCRI_RS_188905	234707093	70.7	TRUE												
Hordeum	7H	SCRI_RS_189067	234668423	70.7	TRUE												
Hordeum	7H	SCRI_RS_189377	435470781	71.2	TRUE												
Hordeum	7H	SCRI_RS_192587	144290381	68.4	TRUE												
Hordeum	7H	SCRI_RS_193044	48201958	41.4	TRUE												
Hordeum	7H	SCRI_RS_193197	592905959	91.8	TRUE												
Hordeum	7H	SCRI_RS_193330	635235975	124.1	TRUE												
Hordeum	7H	SCRI_RS_193505	653257442	140.6	TRUE												
Hordeum	7H	SCRI_RS_195741	467146271	73.7	TRUE												
Hordeum	7H	SCRI_RS_195937	593303540	91.9	TRUE												
Hordeum	7H	SCRI_RS_195940	115433462	67.3	TRUE												
Hordeum	7H	SCRI_RS_196031	629619863	120.4	TRUE												
Hordeum	7H	SCRI_RS_196063	213761189	52	FALSE												
Hordeum	7H	SCRI_RS_197190	20408385	18	TRUE												
Hordeum	7H	SCRI_RS_197550	644920074	131.9	TRUE												
Hordeum	7H	SCRI_RS_198541	146441147	68.4	TRUE												
Hordeum	7H	SCRI_RS_198785	637017758	125.3	TRUE												
Hordeum	7H	SCRI_RS_200020	573627082	84.6	TRUE												
Hordeum	7H	SCRI_RS_200021	573625262	84.6	TRUE												
Hordeum	7H	SCRI_RS_200086	645271604	132.2	TRUE												
Hordeum	7H	SCRI_RS_200397	653180467	140.4	TRUE												
Hordeum	7H	SCRI_RS_200953	62858889	50.7	TRUE												
Hordeum	7H	SCRI_RS_202061	50282375	44	TRUE												
Hordeum	7H	SCRI_RS_202130	628369648	119.5	TRUE												
Hordeum	7H	SCRI_RS_202464	594217262	92.2	TRUE												
Hordeum	7H	SCRI_RS_204098	266063747	140.4	FALSE												
Hordeum	7H	SCRI_RS_204144	411370086	71	TRUE												
Hordeum	7H	SCRI_RS_204256	592140644	91.2	TRUE												
Hordeum	7H	SCRI_RS_204453	25254249	22.7	TRUE												
Hordeum	7H	SCRI_RS_204771	521707430	76.6	TRUE												
Hordeum	7H	SCRI_RS_205573	53824181	46.4	TRUE												
Hordeum	7H	SCRI_RS_206747	531670012	77.3	TRUE												
Hordeum	7H	SCRI_RS_206751	385856670	70.4	TRUE												
Hordeum	7H	SCRI_RS_207086	638525855	126.3	TRUE												
Hordeum	7H	SCRI_RS_207127	376110174	70.6	TRUE												
Hordeum	7H	SCRI_RS_207238	528585294	77.3	TRUE												
Hordeum	7H	SCRI_RS_207246	524392754	77	TRUE												
Hordeum	7H	SCRI_RS_207354	146589750	68.4	TRUE												
Hordeum	7H	SCRI_RS_208770	50953316	44.4	TRUE												
Hordeum	7H	SCRI_RS_208890	600398562	97.2	TRUE												
Hordeum	7H	SCRI_RS_209176	45704224	38.8	TRUE												
Hordeum	7H	SCRI_RS_212852	308189322	70.7	TRUE												
Hordeum	7H	SCRI_RS_212956	59724637	48.7	TRUE												
Hordeum	7H	SCRI_RS_213333	24062475	21.4	TRUE												
Hordeum	7H	SCRI_RS_213842	75246968	57.9	TRUE												
Hordeum	7H	SCRI_RS_214366	147048750	68.4	TRUE												
Hordeum	7H	SCRI_RS_214425	367197608	70.3	TRUE												
Hordeum	7H	SCRI_RS_214451	654028892	140.7	TRUE												
Hordeum	7H	SCRI_RS_219081	149870946	68.4	TRUE												
Hordeum	7H	SCRI_RS_219260	610792315	102.1	TRUE												
Hordeum	7H	SCRI_RS_219349	66194480	53	TRUE												
Hordeum	7H	SCRI_RS_219581	534010525	77.3	TRUE												
Hordeum	7H	SCRI_RS_219709	28112055	24.5	TRUE												
Hordeum	7H	SCRI_RS_219749	361292924	70.7	TRUE												
Hordeum	7H	SCRI_RS_220680	636568415	125.1	TRUE												
Hordeum	7H	SCRI_RS_222330	18518871	15.9	TRUE												
Hordeum	7H	SCRI_RS_222863	599463445	97.3	TRUE												
Hordeum	7H	SCRI_RS_223017	48405886	41.4	TRUE												
Hordeum	7H	SCRI_RS_223076	642424471	129.7	TRUE												
Hordeum	7H	SCRI_RS_225155	631019235	120.8	TRUE												
Hordeum	7H	SCRI_RS_225636	553368429	79.5	TRUE												
Hordeum	7H	SCRI_RS_228070	243548670	70.7	TRUE												
Hordeum	7H	SCRI_RS_229041	68768536	55	TRUE												
Hordeum	7H	SCRI_RS_229415	593304512	91.9	TRUE												
Hordeum	7H	SCRI_RS_229573	636162608	124.6	TRUE												
Hordeum	7H	SCRI_RS_229684	416226952	71	TRUE												
Hordeum	7H	SCRI_RS_229727	25737926	23	TRUE												
Hordeum	7H	SCRI_RS_230083	520952853	76.4	TRUE												
Hordeum	7H	SCRI_RS_230261	654582298	140.9	TRUE												
Hordeum	7H	SCRI_RS_230478	68752632	54.8	TRUE												
Hordeum	7H	SCRI_RS_230487	59806703	48.7	TRUE												
Hordeum	7H	SCRI_RS_230691	18090258	15.4	TRUE												
Hordeum	7H	SCRI_RS_231275	607667474	99.8	TRUE												
Hordeum	7H	SCRI_RS_231300	366099567	70.7	TRUE												
